tour,code_departement,departement,code_nuance,nuance,voix
1,29,FINISTERE,RDG,Radical de gauche,0
1,29,FINISTERE,REG,Régionaliste,531
1,29,FINISTERE,SOC,Socialiste,140150
1,29,FINISTERE,UDFD,UDF-Mouvement Démocrate,46597
1,29,FINISTERE,UMP,Union pour un Mouvement Populaire,172527
1,29,FINISTERE,VEC,Les Verts,17875
1,29,FINISTERE,abstentions,abstentions,229238
1,29,FINISTERE,blancs_nuls,blancs_nuls,6030
1,2A,CORSE SUD,COM,Communiste,5196
1,2A,CORSE SUD,CPNT,Chasse Pêche Nature Traditions,0
1,2A,CORSE SUD,DIV,Divers,0
1,2A,CORSE SUD,DVD,Divers droite,2871
1,2A,CORSE SUD,DVG,Divers gauche,8606
1,2A,CORSE SUD,ECO,Ecologiste,937
1,2A,CORSE SUD,EXD,Extrême droite,203
1,2A,CORSE SUD,EXG,Extrême gauche,187
1,2A,CORSE SUD,FN,Front national,1879
1,2A,CORSE SUD,MAJ,Majorité présidentielle,0
1,2A,CORSE SUD,MPF,Mouvement pour la France,0
1,2A,CORSE SUD,RDG,Radical de gauche,0
1,2A,CORSE SUD,REG,Régionaliste,9181
1,2A,CORSE SUD,SOC,Socialiste,2329
1,2A,CORSE SUD,UDFD,UDF-Mouvement Démocrate,0
1,2A,CORSE SUD,UMP,Union pour un Mouvement Populaire,23607
1,2A,CORSE SUD,VEC,Les Verts,0
1,2A,CORSE SUD,abstentions,abstentions,38623
1,2A,CORSE SUD,blancs_nuls,blancs_nuls,794
1,2B,HAUTE CORSE,COM,Communiste,3206
1,2B,HAUTE CORSE,CPNT,Chasse Pêche Nature Traditions,0
1,2B,HAUTE CORSE,DIV,Divers,0
1,2B,HAUTE CORSE,DVD,Divers droite,0
1,2B,HAUTE CORSE,DVG,Divers gauche,0
1,2B,HAUTE CORSE,ECO,Ecologiste,1051
1,2B,HAUTE CORSE,EXD,Extrême droite,372
1,2B,HAUTE CORSE,EXG,Extrême gauche,834
1,2B,HAUTE CORSE,FN,Front national,1578
1,2B,HAUTE CORSE,MAJ,Majorité présidentielle,0
1,2B,HAUTE CORSE,MPF,Mouvement pour la France,0
1,2B,HAUTE CORSE,RDG,Radical de gauche,25165
1,2B,HAUTE CORSE,REG,Régionaliste,7150
1,2B,HAUTE CORSE,SOC,Socialiste,0
1,2B,HAUTE CORSE,UDFD,UDF-Mouvement Démocrate,0
1,2B,HAUTE CORSE,UMP,Union pour un Mouvement Populaire,29140
1,2B,HAUTE CORSE,VEC,Les Verts,0
1,2B,HAUTE CORSE,abstentions,abstentions,42355
1,2B,HAUTE CORSE,blancs_nuls,blancs_nuls,1122
1,30,GARD,COM,Communiste,29777
1,30,GARD,CPNT,Chasse Pêche Nature Traditions,3535
1,30,GARD,DIV,Divers,3296
1,30,GARD,DVD,Divers droite,2207
1,30,GARD,DVG,Divers gauche,1289
1,30,GARD,ECO,Ecologiste,3696
1,30,GARD,EXD,Extrême droite,1834
1,30,GARD,EXG,Extrême gauche,12131
1,30,GARD,FN,Front national,19172
1,30,GARD,MAJ,Majorité présidentielle,22105
1,30,GARD,MPF,Mouvement pour la France,2724
1,30,GARD,RDG,Radical de gauche,0
1,30,GARD,REG,Régionaliste,951
1,30,GARD,SOC,Socialiste,61516
1,30,GARD,UDFD,UDF-Mouvement Démocrate,12571
1,30,GARD,UMP,Union pour un Mouvement Populaire,111736
1,30,GARD,VEC,Les Verts,4781
1,30,GARD,abstentions,abstentions,192162
1,30,GARD,blancs_nuls,blancs_nuls,5438
1,31,HAUTE GARONNE,COM,Communiste,12637
1,31,HAUTE GARONNE,CPNT,Chasse Pêche Nature Traditions,4659
1,31,HAUTE GARONNE,DIV,Divers,4750
1,31,HAUTE GARONNE,DVD,Divers droite,1610
1,31,HAUTE GARONNE,DVG,Divers gauche,1255
1,31,HAUTE GARONNE,ECO,Ecologiste,4709
1,31,HAUTE GARONNE,EXD,Extrême droite,1558
1,31,HAUTE GARONNE,EXG,Extrême gauche,26123
1,31,HAUTE GARONNE,FN,Front national,16978
1,31,HAUTE GARONNE,MAJ,Majorité présidentielle,21566
1,31,HAUTE GARONNE,MPF,Mouvement pour la France,3661
1,31,HAUTE GARONNE,RDG,Radical de gauche,2847
1,31,HAUTE GARONNE,REG,Régionaliste,1150
1,31,HAUTE GARONNE,SOC,Socialiste,176018
1,31,HAUTE GARONNE,UDFD,UDF-Mouvement Démocrate,44772
1,31,HAUTE GARONNE,UMP,Union pour un Mouvement Populaire,153454
1,31,HAUTE GARONNE,VEC,Les Verts,15135
1,31,HAUTE GARONNE,abstentions,abstentions,293502
1,31,HAUTE GARONNE,blancs_nuls,blancs_nuls,8526
1,32,GERS,COM,Communiste,3243
1,32,GERS,CPNT,Chasse Pêche Nature Traditions,1142
1,32,GERS,DIV,Divers,606
1,32,GERS,DVD,Divers droite,1222
1,32,GERS,DVG,Divers gauche,0
1,32,GERS,ECO,Ecologiste,394
1,32,GERS,EXD,Extrême droite,0
1,32,GERS,EXG,Extrême gauche,3422
1,32,GERS,FN,Front national,2669
1,32,GERS,MAJ,Majorité présidentielle,151
1,32,GERS,MPF,Mouvement pour la France,1323
1,32,GERS,RDG,Radical de gauche,4173
1,32,GERS,REG,Régionaliste,193
1,32,GERS,SOC,Socialiste,31730
1,32,GERS,UDFD,UDF-Mouvement Démocrate,8076
1,32,GERS,UMP,Union pour un Mouvement Populaire,32105
1,32,GERS,VEC,Les Verts,2228
1,32,GERS,abstentions,abstentions,45895
1,32,GERS,blancs_nuls,blancs_nuls,2208
1,33,GIRONDE,COM,Communiste,21542
1,33,GIRONDE,CPNT,Chasse Pêche Nature Traditions,12281
1,33,GIRONDE,DIV,Divers,4526
1,33,GIRONDE,DVD,Divers droite,5790
1,33,GIRONDE,DVG,Divers gauche,626
1,33,GIRONDE,ECO,Ecologiste,1199
1,33,GIRONDE,EXD,Extrême droite,1743
1,33,GIRONDE,EXG,Extrême gauche,20798
1,33,GIRONDE,FN,Front national,20631
1,33,GIRONDE,MAJ,Majorité présidentielle,9108
1,33,GIRONDE,MPF,Mouvement pour la France,5917
1,33,GIRONDE,RDG,Radical de gauche,0
1,33,GIRONDE,REG,Régionaliste,0
1,33,GIRONDE,SOC,Socialiste,184133
1,33,GIRONDE,UDFD,UDF-Mouvement Démocrate,55140
1,33,GIRONDE,UMP,Union pour un Mouvement Populaire,216333
1,33,GIRONDE,VEC,Les Verts,36978
1,33,GIRONDE,abstentions,abstentions,353382
1,33,GIRONDE,blancs_nuls,blancs_nuls,8993
1,34,HERAULT,COM,Communiste,28090
1,34,HERAULT,CPNT,Chasse Pêche Nature Traditions,7969
1,34,HERAULT,DIV,Divers,3675
1,34,HERAULT,DVD,Divers droite,2633
1,34,HERAULT,DVG,Divers gauche,1228
1,34,HERAULT,ECO,Ecologiste,5369
1,34,HERAULT,EXD,Extrême droite,1377
1,34,HERAULT,EXG,Extrême gauche,16860
1,34,HERAULT,FN,Front national,26142
1,34,HERAULT,MAJ,Majorité présidentielle,0
1,34,HERAULT,MPF,Mouvement pour la France,3825
1,34,HERAULT,RDG,Radical de gauche,0
1,34,HERAULT,REG,Régionaliste,366
1,34,HERAULT,SOC,Socialiste,109136
1,34,HERAULT,UDFD,UDF-Mouvement Démocrate,27531
1,34,HERAULT,UMP,Union pour un Mouvement Populaire,181802
1,34,HERAULT,VEC,Les Verts,12892
1,34,HERAULT,abstentions,abstentions,267535
1,34,HERAULT,blancs_nuls,blancs_nuls,7598
1,35,ILLE ET VILAINE,COM,Communiste,7040
1,35,ILLE ET VILAINE,CPNT,Chasse Pêche Nature Traditions,1676
1,35,ILLE ET VILAINE,DIV,Divers,3594
1,35,ILLE ET VILAINE,DVD,Divers droite,3961
1,35,ILLE ET VILAINE,DVG,Divers gauche,14292
1,35,ILLE ET VILAINE,ECO,Ecologiste,1913
1,35,ILLE ET VILAINE,EXD,Extrême droite,174
1,35,ILLE ET VILAINE,EXG,Extrême gauche,14839
1,35,ILLE ET VILAINE,FN,Front national,8386
1,35,ILLE ET VILAINE,MAJ,Majorité présidentielle,0
1,35,ILLE ET VILAINE,MPF,Mouvement pour la France,4027
1,35,ILLE ET VILAINE,RDG,Radical de gauche,5526
1,35,ILLE ET VILAINE,REG,Régionaliste,6254
1,35,ILLE ET VILAINE,SOC,Socialiste,102810
1,35,ILLE ET VILAINE,UDFD,UDF-Mouvement Démocrate,52435
1,35,ILLE ET VILAINE,UMP,Union pour un Mouvement Populaire,166841
1,35,ILLE ET VILAINE,VEC,Les Verts,19354
1,35,ILLE ET VILAINE,abstentions,abstentions,249026
1,35,ILLE ET VILAINE,blancs_nuls,blancs_nuls,6910
1,36,INDRE,COM,Communiste,3801
1,36,INDRE,CPNT,Chasse Pêche Nature Traditions,1668
1,36,INDRE,DIV,Divers,603
1,36,INDRE,DVD,Divers droite,1596
1,36,INDRE,DVG,Divers gauche,10921
1,36,INDRE,ECO,Ecologiste,944
1,36,INDRE,EXD,Extrême droite,358
1,36,INDRE,EXG,Extrême gauche,4918
1,36,INDRE,FN,Front national,4905
1,36,INDRE,MAJ,Majorité présidentielle,0
1,36,INDRE,MPF,Mouvement pour la France,810
1,36,INDRE,RDG,Radical de gauche,0
1,36,INDRE,REG,Régionaliste,0
1,36,INDRE,SOC,Socialiste,24108
1,36,INDRE,UDFD,UDF-Mouvement Démocrate,6305
1,36,INDRE,UMP,Union pour un Mouvement Populaire,45239
1,36,INDRE,VEC,Les Verts,2593
1,36,INDRE,abstentions,abstentions,65733
1,36,INDRE,blancs_nuls,blancs_nuls,3114
1,37,INDRE ET LOIRE,COM,Communiste,8487
1,37,INDRE ET LOIRE,CPNT,Chasse Pêche Nature Traditions,2790
1,37,INDRE ET LOIRE,DIV,Divers,2313
1,37,INDRE ET LOIRE,DVD,Divers droite,0
1,37,INDRE ET LOIRE,DVG,Divers gauche,491
1,37,INDRE ET LOIRE,ECO,Ecologiste,1006
1,37,INDRE ET LOIRE,EXD,Extrême droite,782
1,37,INDRE ET LOIRE,EXG,Extrême gauche,9164
1,37,INDRE ET LOIRE,FN,Front national,9284
1,37,INDRE ET LOIRE,MAJ,Majorité présidentielle,0
1,37,INDRE ET LOIRE,MPF,Mouvement pour la France,4891
1,37,INDRE ET LOIRE,RDG,Radical de gauche,15068
1,37,INDRE ET LOIRE,REG,Régionaliste,0
1,37,INDRE ET LOIRE,SOC,Socialiste,58697
1,37,INDRE ET LOIRE,UDFD,UDF-Mouvement Démocrate,18612
1,37,INDRE ET LOIRE,UMP,Union pour un Mouvement Populaire,110135
1,37,INDRE ET LOIRE,VEC,Les Verts,7287
1,37,INDRE ET LOIRE,abstentions,abstentions,150613
1,37,INDRE ET LOIRE,blancs_nuls,blancs_nuls,4007
1,38,ISERE,COM,Communiste,16513
1,38,ISERE,CPNT,Chasse Pêche Nature Traditions,1069
1,38,ISERE,DIV,Divers,2786
1,38,ISERE,DVD,Divers droite,15484
1,38,ISERE,DVG,Divers gauche,6720
1,38,ISERE,ECO,Ecologiste,4477
1,38,ISERE,EXD,Extrême droite,2229
1,38,ISERE,EXG,Extrême gauche,15131
1,38,ISERE,FN,Front national,18149
1,38,ISERE,MAJ,Majorité présidentielle,16165
1,38,ISERE,MPF,Mouvement pour la France,6302
1,38,ISERE,RDG,Radical de gauche,1231
1,38,ISERE,REG,Régionaliste,0
1,38,ISERE,SOC,Socialiste,142816
1,38,ISERE,UDFD,UDF-Mouvement Démocrate,34821
1,38,ISERE,UMP,Union pour un Mouvement Populaire,155515
1,38,ISERE,VEC,Les Verts,20523
1,38,ISERE,abstentions,abstentions,323178
1,38,ISERE,blancs_nuls,blancs_nuls,6301
1,39,JURA,COM,Communiste,7631
1,39,JURA,CPNT,Chasse Pêche Nature Traditions,0
1,39,JURA,DIV,Divers,743
1,39,JURA,DVD,Divers droite,4060
1,39,JURA,DVG,Divers gauche,6123
1,39,JURA,ECO,Ecologiste,1067
1,39,JURA,EXD,Extrême droite,601
1,39,JURA,EXG,Extrême gauche,3043
1,39,JURA,FN,Front national,4575
1,39,JURA,MAJ,Majorité présidentielle,315
1,39,JURA,MPF,Mouvement pour la France,3801
1,39,JURA,RDG,Radical de gauche,0
1,39,JURA,REG,Régionaliste,0
1,39,JURA,SOC,Socialiste,19453
1,39,JURA,UDFD,UDF-Mouvement Démocrate,6156
1,39,JURA,UMP,Union pour un Mouvement Populaire,52997
1,39,JURA,VEC,Les Verts,4952
1,39,JURA,abstentions,abstentions,70340
1,39,JURA,blancs_nuls,blancs_nuls,2105
1,40,LANDES,COM,Communiste,7110
1,40,LANDES,CPNT,Chasse Pêche Nature Traditions,4518
1,40,LANDES,DIV,Divers,1328
1,40,LANDES,DVD,Divers droite,278
1,40,LANDES,DVG,Divers gauche,0
1,40,LANDES,ECO,Ecologiste,0
1,40,LANDES,EXD,Extrême droite,526
1,40,LANDES,EXG,Extrême gauche,4517
1,40,LANDES,FN,Front national,4040
1,40,LANDES,MAJ,Majorité présidentielle,786
1,40,LANDES,MPF,Mouvement pour la France,1158
1,40,LANDES,RDG,Radical de gauche,0
1,40,LANDES,REG,Régionaliste,0
1,40,LANDES,SOC,Socialiste,75773
1,40,LANDES,UDFD,UDF-Mouvement Démocrate,16132
1,40,LANDES,UMP,Union pour un Mouvement Populaire,66193
1,40,LANDES,VEC,Les Verts,3939
1,40,LANDES,abstentions,abstentions,93970
1,40,LANDES,blancs_nuls,blancs_nuls,3656
1,41,LOIR ET CHER,COM,Communiste,5117
1,41,LOIR ET CHER,CPNT,Chasse Pêche Nature Traditions,2774
1,41,LOIR ET CHER,DIV,Divers,774
1,41,LOIR ET CHER,DVD,Divers droite,8420
1,41,LOIR ET CHER,DVG,Divers gauche,0
1,41,LOIR ET CHER,ECO,Ecologiste,1328
1,41,LOIR ET CHER,EXD,Extrême droite,284
1,41,LOIR ET CHER,EXG,Extrême gauche,5703
1,41,LOIR ET CHER,FN,Front national,9026
1,41,LOIR ET CHER,MAJ,Majorité présidentielle,39244
1,41,LOIR ET CHER,MPF,Mouvement pour la France,3242
1,41,LOIR ET CHER,RDG,Radical de gauche,0
1,41,LOIR ET CHER,REG,Régionaliste,0
1,41,LOIR ET CHER,SOC,Socialiste,40579
1,41,LOIR ET CHER,UDFD,UDF-Mouvement Démocrate,4161
1,41,LOIR ET CHER,UMP,Union pour un Mouvement Populaire,22643
1,41,LOIR ET CHER,VEC,Les Verts,5449
1,41,LOIR ET CHER,abstentions,abstentions,89244
1,41,LOIR ET CHER,blancs_nuls,blancs_nuls,3562
1,42,LOIRE,COM,Communiste,13029
1,42,LOIRE,CPNT,Chasse Pêche Nature Traditions,0
1,42,LOIRE,DIV,Divers,3819
1,42,LOIRE,DVD,Divers droite,0
1,42,LOIRE,DVG,Divers gauche,293
1,42,LOIRE,ECO,Ecologiste,2499
1,42,LOIRE,EXD,Extrême droite,1270
1,42,LOIRE,EXG,Extrême gauche,11100
1,42,LOIRE,FN,Front national,16528
1,42,LOIRE,MAJ,Majorité présidentielle,22056
1,42,LOIRE,MPF,Mouvement pour la France,3723
1,42,LOIRE,RDG,Radical de gauche,13291
1,42,LOIRE,REG,Régionaliste,0
1,42,LOIRE,SOC,Socialiste,55227
1,42,LOIRE,UDFD,UDF-Mouvement Démocrate,27991
1,42,LOIRE,UMP,Union pour un Mouvement Populaire,108695
1,42,LOIRE,VEC,Les Verts,8869
1,42,LOIRE,abstentions,abstentions,214844
1,42,LOIRE,blancs_nuls,blancs_nuls,4615
1,43,HAUTE LOIRE,COM,Communiste,1512
1,43,HAUTE LOIRE,CPNT,Chasse Pêche Nature Traditions,0
1,43,HAUTE LOIRE,DIV,Divers,7749
1,43,HAUTE LOIRE,DVD,Divers droite,0
1,43,HAUTE LOIRE,DVG,Divers gauche,0
1,43,HAUTE LOIRE,ECO,Ecologiste,1981
1,43,HAUTE LOIRE,EXD,Extrême droite,182
1,43,HAUTE LOIRE,EXG,Extrême gauche,5602
1,43,HAUTE LOIRE,FN,Front national,4071
1,43,HAUTE LOIRE,MAJ,Majorité présidentielle,0
1,43,HAUTE LOIRE,MPF,Mouvement pour la France,774
1,43,HAUTE LOIRE,RDG,Radical de gauche,0
1,43,HAUTE LOIRE,REG,Régionaliste,565
1,43,HAUTE LOIRE,SOC,Socialiste,22978
1,43,HAUTE LOIRE,UDFD,UDF-Mouvement Démocrate,9572
1,43,HAUTE LOIRE,UMP,Union pour un Mouvement Populaire,52356
1,43,HAUTE LOIRE,VEC,Les Verts,1494
1,43,HAUTE LOIRE,abstentions,abstentions,62046
1,43,HAUTE LOIRE,blancs_nuls,blancs_nuls,2620
1,44,LOIRE ATLANTIQUE,COM,Communiste,11098
1,44,LOIRE ATLANTIQUE,CPNT,Chasse Pêche Nature Traditions,7975
1,44,LOIRE ATLANTIQUE,DIV,Divers,3575
1,44,LOIRE ATLANTIQUE,DVD,Divers droite,3022
1,44,LOIRE ATLANTIQUE,DVG,Divers gauche,743
1,44,LOIRE ATLANTIQUE,ECO,Ecologiste,5483
1,44,LOIRE ATLANTIQUE,EXD,Extrême droite,1687
1,44,LOIRE ATLANTIQUE,EXG,Extrême gauche,21459
1,44,LOIRE ATLANTIQUE,FN,Front national,11142
1,44,LOIRE ATLANTIQUE,MAJ,Majorité présidentielle,24327
1,44,LOIRE ATLANTIQUE,MPF,Mouvement pour la France,10039
1,44,LOIRE ATLANTIQUE,RDG,Radical de gauche,552
1,44,LOIRE ATLANTIQUE,REG,Régionaliste,2686
1,44,LOIRE ATLANTIQUE,SOC,Socialiste,173459
1,44,LOIRE ATLANTIQUE,UDFD,UDF-Mouvement Démocrate,49229
1,44,LOIRE ATLANTIQUE,UMP,Union pour un Mouvement Populaire,198215
1,44,LOIRE ATLANTIQUE,VEC,Les Verts,35141
1,44,LOIRE ATLANTIQUE,abstentions,abstentions,328871
1,44,LOIRE ATLANTIQUE,blancs_nuls,blancs_nuls,8919
1,45,LOIRET,COM,Communiste,12098
1,45,LOIRET,CPNT,Chasse Pêche Nature Traditions,1844
1,45,LOIRET,DIV,Divers,1555
1,45,LOIRET,DVD,Divers droite,12487
1,45,LOIRET,DVG,Divers gauche,0
1,45,LOIRET,ECO,Ecologiste,2248
1,45,LOIRET,EXD,Extrême droite,1378
1,45,LOIRET,EXG,Extrême gauche,7266
1,45,LOIRET,FN,Front national,14241
1,45,LOIRET,MAJ,Majorité présidentielle,0
1,45,LOIRET,MPF,Mouvement pour la France,3724
1,45,LOIRET,RDG,Radical de gauche,0
1,45,LOIRET,REG,Régionaliste,0
1,45,LOIRET,SOC,Socialiste,62157
1,45,LOIRET,UDFD,UDF-Mouvement Démocrate,20844
1,45,LOIRET,UMP,Union pour un Mouvement Populaire,114808
1,45,LOIRET,VEC,Les Verts,7685
1,45,LOIRET,abstentions,abstentions,170987
1,45,LOIRET,blancs_nuls,blancs_nuls,4532
1,46,LOT,COM,Communiste,3751
1,46,LOT,CPNT,Chasse Pêche Nature Traditions,2066
1,46,LOT,DIV,Divers,992
1,46,LOT,DVD,Divers droite,141
1,46,LOT,DVG,Divers gauche,0
1,46,LOT,ECO,Ecologiste,0
1,46,LOT,EXD,Extrême droite,367
1,46,LOT,EXG,Extrême gauche,3521
1,46,LOT,FN,Front national,1942
1,46,LOT,MAJ,Majorité présidentielle,228
1,46,LOT,MPF,Mouvement pour la France,998
1,46,LOT,RDG,Radical de gauche,16685
1,46,LOT,REG,Régionaliste,766
1,46,LOT,SOC,Socialiste,18472
1,46,LOT,UDFD,UDF-Mouvement Démocrate,6294
1,46,LOT,UMP,Union pour un Mouvement Populaire,31480
1,46,LOT,VEC,Les Verts,1471
1,46,LOT,abstentions,abstentions,41886
1,46,LOT,blancs_nuls,blancs_nuls,2333
1,47,LOT ET GARONNE,COM,Communiste,7593
1,47,LOT ET GARONNE,CPNT,Chasse Pêche Nature Traditions,3161
1,47,LOT ET GARONNE,DIV,Divers,2680
1,47,LOT ET GARONNE,DVD,Divers droite,1773
1,47,LOT ET GARONNE,DVG,Divers gauche,0
1,47,LOT ET GARONNE,ECO,Ecologiste,1456
1,47,LOT ET GARONNE,EXD,Extrême droite,0
1,47,LOT ET GARONNE,EXG,Extrême gauche,5483
1,47,LOT ET GARONNE,FN,Front national,7303
1,47,LOT ET GARONNE,MAJ,Majorité présidentielle,24843
1,47,LOT ET GARONNE,MPF,Mouvement pour la France,2123
1,47,LOT ET GARONNE,RDG,Radical de gauche,0
1,47,LOT ET GARONNE,REG,Régionaliste,321
1,47,LOT ET GARONNE,SOC,Socialiste,49209
1,47,LOT ET GARONNE,UDFD,UDF-Mouvement Démocrate,0
1,47,LOT ET GARONNE,UMP,Union pour un Mouvement Populaire,43912
1,47,LOT ET GARONNE,VEC,Les Verts,3609
1,47,LOT ET GARONNE,abstentions,abstentions,82136
1,47,LOT ET GARONNE,blancs_nuls,blancs_nuls,3878
1,48,LOZERE,COM,Communiste,1857
1,48,LOZERE,CPNT,Chasse Pêche Nature Traditions,0
1,48,LOZERE,DIV,Divers,326
1,48,LOZERE,DVD,Divers droite,0
1,48,LOZERE,DVG,Divers gauche,0
1,48,LOZERE,ECO,Ecologiste,0
1,48,LOZERE,EXD,Extrême droite,76
1,48,LOZERE,EXG,Extrême gauche,2282
1,48,LOZERE,FN,Front national,1025
1,48,LOZERE,MAJ,Majorité présidentielle,0
1,48,LOZERE,MPF,Mouvement pour la France,0
1,48,LOZERE,RDG,Radical de gauche,561
1,48,LOZERE,REG,Régionaliste,43
1,48,LOZERE,SOC,Socialiste,8851
1,48,LOZERE,UDFD,UDF-Mouvement Démocrate,4066
1,48,LOZERE,UMP,Union pour un Mouvement Populaire,22002
1,48,LOZERE,VEC,Les Verts,0
1,48,LOZERE,abstentions,abstentions,17632
1,48,LOZERE,blancs_nuls,blancs_nuls,896
1,49,MAINE ET LOIRE,COM,Communiste,4985
1,49,MAINE ET LOIRE,CPNT,Chasse Pêche Nature Traditions,0
1,49,MAINE ET LOIRE,DIV,Divers,3501
1,49,MAINE ET LOIRE,DVD,Divers droite,1399
1,49,MAINE ET LOIRE,DVG,Divers gauche,322
1,49,MAINE ET LOIRE,ECO,Ecologiste,2768
1,49,MAINE ET LOIRE,EXD,Extrême droite,1424
1,49,MAINE ET LOIRE,EXG,Extrême gauche,14873
1,49,MAINE ET LOIRE,FN,Front national,7695
1,49,MAINE ET LOIRE,MAJ,Majorité présidentielle,0
1,49,MAINE ET LOIRE,MPF,Mouvement pour la France,6130
1,49,MAINE ET LOIRE,RDG,Radical de gauche,8911
1,49,MAINE ET LOIRE,REG,Régionaliste,0
1,49,MAINE ET LOIRE,SOC,Socialiste,70399
1,49,MAINE ET LOIRE,UDFD,UDF-Mouvement Démocrate,38282
1,49,MAINE ET LOIRE,UMP,Union pour un Mouvement Populaire,157770
1,49,MAINE ET LOIRE,VEC,Les Verts,12932
1,49,MAINE ET LOIRE,abstentions,abstentions,203133
1,49,MAINE ET LOIRE,blancs_nuls,blancs_nuls,8104
1,50,MANCHE,COM,Communiste,3656
1,50,MANCHE,CPNT,Chasse Pêche Nature Traditions,5648
1,50,MANCHE,DIV,Divers,1483
1,50,MANCHE,DVD,Divers droite,21523
1,50,MANCHE,DVG,Divers gauche,0
1,50,MANCHE,ECO,Ecologiste,986
1,50,MANCHE,EXD,Extrême droite,0
1,50,MANCHE,EXG,Extrême gauche,9313
1,50,MANCHE,FN,Front national,8871
1,50,MANCHE,MAJ,Majorité présidentielle,4741
1,50,MANCHE,MPF,Mouvement pour la France,1575
1,50,MANCHE,RDG,Radical de gauche,1286
1,50,MANCHE,REG,Régionaliste,0
1,50,MANCHE,SOC,Socialiste,56155
1,50,MANCHE,UDFD,UDF-Mouvement Démocrate,16081
1,50,MANCHE,UMP,Union pour un Mouvement Populaire,90827
1,50,MANCHE,VEC,Les Verts,6034
1,50,MANCHE,abstentions,abstentions,140248
1,50,MANCHE,blancs_nuls,blancs_nuls,4238
1,51,MARNE,COM,Communiste,5688
1,51,MARNE,CPNT,Chasse Pêche Nature Traditions,0
1,51,MARNE,DIV,Divers,1260
1,51,MARNE,DVD,Divers droite,12869
1,51,MARNE,DVG,Divers gauche,712
1,51,MARNE,ECO,Ecologiste,1268
1,51,MARNE,EXD,Extrême droite,1133
1,51,MARNE,EXG,Extrême gauche,7478
1,51,MARNE,FN,Front national,11736
1,51,MARNE,MAJ,Majorité présidentielle,24769
1,51,MARNE,MPF,Mouvement pour la France,2209
1,51,MARNE,RDG,Radical de gauche,160
1,51,MARNE,REG,Régionaliste,0
1,51,MARNE,SOC,Socialiste,45284
1,51,MARNE,UDFD,UDF-Mouvement Démocrate,15847
1,51,MARNE,UMP,Union pour un Mouvement Populaire,75334
1,51,MARNE,VEC,Les Verts,5356
1,51,MARNE,abstentions,abstentions,168414
1,51,MARNE,blancs_nuls,blancs_nuls,4577
1,52,HAUTE MARNE,COM,Communiste,3328
1,52,HAUTE MARNE,CPNT,Chasse Pêche Nature Traditions,0
1,52,HAUTE MARNE,DIV,Divers,0
1,52,HAUTE MARNE,DVD,Divers droite,1007
1,52,HAUTE MARNE,DVG,Divers gauche,3020
1,52,HAUTE MARNE,ECO,Ecologiste,985
1,52,HAUTE MARNE,EXD,Extrême droite,539
1,52,HAUTE MARNE,EXG,Extrême gauche,3327
1,52,HAUTE MARNE,FN,Front national,5752
1,52,HAUTE MARNE,MAJ,Majorité présidentielle,0
1,52,HAUTE MARNE,MPF,Mouvement pour la France,400
1,52,HAUTE MARNE,RDG,Radical de gauche,0
1,52,HAUTE MARNE,REG,Régionaliste,0
1,52,HAUTE MARNE,SOC,Socialiste,11838
1,52,HAUTE MARNE,UDFD,UDF-Mouvement Démocrate,5187
1,52,HAUTE MARNE,UMP,Union pour un Mouvement Populaire,45162
1,52,HAUTE MARNE,VEC,Les Verts,1622
1,52,HAUTE MARNE,abstentions,abstentions,58732
1,52,HAUTE MARNE,blancs_nuls,blancs_nuls,1835
1,53,MAYENNE,COM,Communiste,1661
1,53,MAYENNE,CPNT,Chasse Pêche Nature Traditions,0
1,53,MAYENNE,DIV,Divers,1040
1,53,MAYENNE,DVD,Divers droite,860
1,53,MAYENNE,DVG,Divers gauche,504
1,53,MAYENNE,ECO,Ecologiste,0
1,53,MAYENNE,EXD,Extrême droite,338
1,53,MAYENNE,EXG,Extrême gauche,3640
1,53,MAYENNE,FN,Front national,2768
1,53,MAYENNE,MAJ,Majorité présidentielle,2324
1,53,MAYENNE,MPF,Mouvement pour la France,1578
1,53,MAYENNE,RDG,Radical de gauche,0
1,53,MAYENNE,REG,Régionaliste,0
1,53,MAYENNE,SOC,Socialiste,34937
1,53,MAYENNE,UDFD,UDF-Mouvement Démocrate,14667
1,53,MAYENNE,UMP,Union pour un Mouvement Populaire,67156
1,53,MAYENNE,VEC,Les Verts,4925
1,53,MAYENNE,abstentions,abstentions,80764
1,53,MAYENNE,blancs_nuls,blancs_nuls,3532
1,54,MEURTHE ET MOSELLE,COM,Communiste,19136
1,54,MEURTHE ET MOSELLE,CPNT,Chasse Pêche Nature Traditions,0
1,54,MEURTHE ET MOSELLE,DIV,Divers,612
1,54,MEURTHE ET MOSELLE,DVD,Divers droite,224
1,54,MEURTHE ET MOSELLE,DVG,Divers gauche,2723
1,54,MEURTHE ET MOSELLE,ECO,Ecologiste,3157
1,54,MEURTHE ET MOSELLE,EXD,Extrême droite,1880
1,54,MEURTHE ET MOSELLE,EXG,Extrême gauche,10469
1,54,MEURTHE ET MOSELLE,FN,Front national,13274
1,54,MEURTHE ET MOSELLE,MAJ,Majorité présidentielle,208
1,54,MEURTHE ET MOSELLE,MPF,Mouvement pour la France,2856
1,54,MEURTHE ET MOSELLE,RDG,Radical de gauche,805
1,54,MEURTHE ET MOSELLE,REG,Régionaliste,0
